id_cliente_unico;Recencia;Frequencia;Monetario;R_Score;F_Score;M_Score;FM_Score;Segmento
01fee81dfa09d00693bbb79aaf922f89;463;1;449.9;1;1;3;2.0;Hibernando
0209a0a5c96cc50dd1bbe71e3730af2a;465;1;959.4;1;1;4;2.5;Hibernando
022defe8d96ad7d7e6b2e39a5d83c500;78;1;279.9;5;1;3;2.0;Clientes Recentes
023609b602b585ea3aaffff453cd0edf;120;1;2599.8;4;1;5;3.0;Lealdade Potencial
0241fa2e9adf0576cb0f845377d05c03;37;1;799.9;5;1;4;2.5;Clientes Recentes
02466bc47e3eaf9117b78765326d41e7;17;1;529.9;5;1;3;2.0;Clientes Recentes
027a37fed88effa55ddc5e961a48575c;185;1;129.9;3;1;2;1.5;Promissor
0280c3bae373e59fd0f564cf9b0188a1;375;1;29.9;1;1;1;1.0;Perdido
02889f45776f057efa2323d295406cf2;447;1;199.9;1;1;2;1.5;Hibernando
028c09f007292c4e3a3b10d296e47987;166;1;5199.8;4;1;5;3.0;Lealdade Potencial
028c1f3fd0bcc7a92d6d4190f6c08ff5;229;1;45.9;3;1;1;1.0;Promissor
0294bdc2d323f7399d6c38690095e94b;128;1;349.9;4;1;3;2.0;Clientes Recentes
0299fedc3f190307e87f32483a9ba4fd;496;1;1199.9;1;1;4;2.5;Hibernando
02b20b7c813efede140142ac610e36dc;164;2;5034.8;4;2;5;3.5;Lealdade Potencial
02b3c998830ee93e9edb49fd91aeae4c;188;1;899.9;3;1;4;2.5;Promissor
02b8634fdb8d9d15ef1e0f74287b13b7;195;1;399.9;3;1;3;2.0;Promissor
02c7417e43d1ae9ae603e20eac1542cf;162;1;79.9;4;1;1;1.0;Clientes Recentes
02ce197e2c160b57561b0880cc8d9446;108;1;1499.9;5;1;4;2.5;Clientes Recentes
02d4b41ec93694d2e59f380190827a3e;410;1;19.9;1;1;1;1.0;Perdido
02fb446e82415f8d22a44a8dd49c1954;395;1;1799.9;1;1;5;3.0;Em Risco
02fbe4db886eb98774c8ba300d39fa79;194;2;429.8;3;2;3;2.5;Promissor
0309795490ad2e118e89f57606bd24d7;119;1;499.9;4;1;3;2.0;Clientes Recentes
032f099a21c8761425cdc7430b97fbc8;204;1;899.9;3;1;4;2.5;Promissor
0331ceffb5757c1ca368a6c4ed73ae3a;208;1;339.9;3;1;3;2.0;Promissor
0353d2710cf57af395f1ed2af50a6f38;225;1;79.9;3;1;1;1.0;Promissor
0367726c9478b302a7cb4b2b67f7317b;266;1;149.9;2;1;2;1.5;Prestes a Hibernar
036c6fe22420081a961aa797cfa2b80a;466;1;449.9;1;1;3;2.0;Hibernando
0387d9f3e2a143aecdaa33644ab6658c;177;1;259.9;4;1;2;1.5;Clientes Recentes
038a554ef92b76a99899cd07bba80dd3;279;1;259.9;2;1;2;1.5;Prestes a Hibernar
038ae1bbbd40a6649eed856e585467ea;106;1;199.9;5;1;2;1.5;Clientes Recentes
038e67cedd9154200d911e7cc6b6f133;177;1;109.9;4;1;2;1.5;Clientes Recentes
03a25b12f34df3b5045fadf047b83d00;211;1;2599.9;3;1;5;3.0;Lealdade Potencial
03b844f8f2bfba1e73ce0d1894807af0;384;1;149.9;1;1;2;1.5;Hibernando
03d4c28894c1239ca5a6dd6f0c197921;157;2;429.8;4;2;3;2.5;Clientes Recentes
03daf3183493e2be42de099dd42689d2;122;1;64.9;4;1;1;1.0;Clientes Recentes
03e0b6f13c0a3b1e365a78c3745c5945;211;1;149.9;3;1;2;1.5;Promissor
03f3956529aac8ab54669986dbccdea5;279;1;169.9;2;1;2;1.5;Prestes a Hibernar
0404ab99cfcbae7ad6cdc6e93eac6641;41;1;549.9;5;1;3;2.0;Clientes Recentes
041d483c228fc3802663dca1b28f9dcc;204;1;24.9;3;1;1;1.0;Promissor
041fb341560d3bb7036cfab81cfbf063;530;1;899.9;1;1;4;2.5;Hibernando
0425594ce6ced4d5634136ca63b98a27;20;1;1299.9;5;1;4;2.5;Clientes Recentes
0436b78cb7733560a0462751bab4d4fa;161;1;39.9;4;1;1;1.0;Clientes Recentes
04513cf8979a90355446667916cb088b;48;1;119.9;5;1;2;1.5;Clientes Recentes
0456613eca33128a2a5627aff5caab80;86;1;279.9;5;1;3;2.0;Clientes Recentes
0472523e2a5452424dd36808549e6487;470;1;269.9;1;1;3;2.0;Hibernando
0489823571e2b7bc7120cfe97f56cc4e;573;1;1499.9;1;1;4;2.5;Hibernando
04971d60a4324aaa1378948f4a88f721;28;1;59.9;5;1;1;1.0;Clientes Recentes
049978bae2febc352587dab45fb38d3a;205;1;599.9;3;1;4;2.5;Promissor
04a7c87b5ad765b927cea5414d2222d5;325;1;259.9;2;1;2;1.5;Prestes a Hibernar
04ae6453ac0b2807721d210786d83b50;272;1;999.9;2;1;4;2.5;Precisam de Atenção
04b090bfb11c279aeffeec7b476aaa2c;478;1;449.9;1;1;3;2.0;Hibernando
04b591095aa3118bcae593d38d3bff9e;106;1;1499.9;5;1;4;2.5;Clientes Recentes
04b8af3ff5e931073fbdb9ca156192ad;23;1;69.9;5;1;1;1.0;Clientes Recentes
04cb1b5f6bdf1f19791892baaf757495;377;1;339.9;1;1;3;2.0;Hibernando
04d0e3bb47826531ca93b70f7f442923;493;1;39.9;1;1;1;1.0;Perdido
04e1ad29192c7d23646272968393bf36;183;1;159.9;3;1;2;1.5;Promissor
04e5e98155286592ff3078a9ce0b438e;37;1;279.9;5;1;3;2.0;Clientes Recentes
04ed3786fa70d5e5c5da56dfc7cf45aa;320;1;849.9;2;1;4;2.5;Precisam de Atenção
04f5c77d3b874a3faa6fce234550448e;197;1;529.9;3;1;3;2.0;Promissor
04f843a271266e791f33eb73fa352514;180;1;1199.9;4;1;4;2.5;Clientes Recentes
050331c7df0a0d54e5dd22f4fae0f2c4;75;1;4599.9;5;1;5;3.0;Lealdade Potencial
050e851d9dc8fee1217f1a61ef82d095;19;1;799.9;5;1;4;2.5;Clientes Recentes
051d89563f914d2da12a71458f214754;214;1;599.9;3;1;4;2.5;Promissor
051eaa4a268260ac7b23e90fa5656670;150;1;2599.9;4;1;5;3.0;Lealdade Potencial
0520a11c7af8a73b703f1d2e722c7c8a;201;1;64.9;3;1;1;1.0;Promissor
05395d5194f09d9fbd21d2215faaef08;239;1;1699.9;2;1;5;3.0;Precisam de Atenção
058b4f94b9f3d56dfed6db3bc7e68590;507;1;249.9;1;1;2;1.5;Hibernando
058caed2fcfcc2b2318bb283b48d298a;10;1;1699.9;5;1;5;3.0;Lealdade Potencial
05982d28754c6ff4db35d50e9ee11b24;57;1;449.9;5;1;3;2.0;Clientes Recentes
05edb10f73fe7d03959ff26540913b3a;387;1;529.9;1;1;3;2.0;Hibernando
05efa0679eff95e1042131c93776e6b4;400;1;3399.9;1;1;5;3.0;Em Risco
05f20ede6bed5ad392953e8b43583336;510;1;179.8;1;1;2;1.5;Hibernando
05f3d8fb1259e2aee9cf32a1ce107a64;293;1;749.9;2;1;4;2.5;Precisam de Atenção
05fb25843c4048d1ce40611d11966278;46;2;239.8;5;2;2;2.0;Clientes Recentes
061165fb1124ef826ed9673358e41c5d;189;1;1199.9;3;1;4;2.5;Promissor
0613aa9f107a3cc0e7bb4ecb167660a2;21;1;1199.9;5;1;4;2.5;Clientes Recentes
06171ada9d20ee81d698c39fddf04264;129;1;59.7;4;1;1;1.0;Clientes Recentes
0621ad7376367fb506403a29c8f7a603;12;1;429.9;5;1;3;2.0;Clientes Recentes
0621c2a5979d3e887ae519620cbe2926;447;1;99.9;1;1;2;1.5;Hibernando
063e49729893316888b9e49bce568580;48;1;529.9;5;1;3;2.0;Clientes Recentes
0645f0f91d9e070c647b6781330c258e;100;1;69.9;5;1;1;1.0;Clientes Recentes
06464776777e6c0bd0284cb3c187f279;41;1;4899.9;5;1;5;3.0;Lealdade Potencial
064d1aae158ad9addc625f5588fdc2cd;163;1;89.9;4;1;1;1.0;Clientes Recentes
065f8d269e0518c6a8cf04149063a2e9;101;1;119.9;5;1;2;1.5;Clientes Recentes
0666ba861e36a64cb905ec389d630357;447;1;189.9;1;1;2;1.5;Hibernando
066b84091b56186f1e161b427ffef2e5;192;1;2999.9;3;1;5;3.0;Lealdade Potencial
0690c2d69698335f19976f6325e9425a;504;1;89.9;1;1;1;1.0;Perdido
06951473be1f404150e8c669ee16635a;471;1;39.9;1;1;1;1.0;Perdido
0698d10fc985e49edcd35ca9d7616dab;437;1;399.9;1;1;3;2.0;Hibernando
06a230ee53830547ef358d83218bc975;150;1;559.8;4;1;3;2.0;Clientes Recentes
06affbe7eda072f42eb81be69475384e;17;1;259.9;5;1;2;1.5;Clientes Recentes
06c0b3ff53e1696d11fb5e3c6dba65e9;231;1;1999.9;3;1;5;3.0;Lealdade Potencial
06c18dc9dc7a01e3322f4e9245dac0ed;147;2;7169.4;4;2;5;3.5;Lealdade Potencial
06c5859a120871e8c2f4a920d7cf50cc;148;1;189.9;4;1;2;1.5;Clientes Recentes
06d90fc382032e65855a394a7fd39ce1;367;1;15.9;2;1;1;1.0;Prestes a Hibernar
06e4c037b01aceb787fdcf2b4cc7b1f9;29;1;549.9;5;1;3;2.0;Clientes Recentes
06ee95df85ab27db04eebc85ce42e3df;518;1;599.8;1;1;4;2.5;Hibernando
070888cb3b5bc4e8a4a963e0ee3b6a4c;408;1;39.9;1;1;1;1.0;Perdido
070fc3a698468d2f25d4fc6d2b76dbaf;314;1;259.9;2;1;2;1.5;Prestes a Hibernar
0720894ca242f4a59d328ac214def1b2;291;1;4299.9;2;1;5;3.0;Precisam de Atenção
07254adf22ae81855ca01d9a5cda3264;134;1;54.9;4;1;1;1.0;Clientes Recentes
0732796b9e3fd8d74a8314a2e1b14c36;391;1;129.9;1;1;2;1.5;Hibernando
07342638d0e0aad32c3cf0efc1a37ba5;337;2;1919.6;2;2;5;3.5;Precisam de Atenção
073eb65c7b6cef57bc5be329667b35fb;66;1;119.8;5;1;2;1.5;Clientes Recentes
0743c38f68e0d3fa5cff234ddb844569;172;1;289.9;4;1;3;2.0;Clientes Recentes
07522c9e3faeb9e86aafa0dc95f2db2b;128;1;259.9;4;1;2;1.5;Clientes Recentes
07540f2fffbe583e4bde29fe25ba450e;393;1;89.9;1;1;1;1.0;Perdido
075f9dd6470835295f76e7f15b791e82;263;1;64.9;2;1;1;1.0;Prestes a Hibernar
0765eb6e6e907f3e523294060bd6c51a;200;1;2499.9;3;1;5;3.0;Lealdade Potencial
077429d0b4ec15bbada7d1317f67273f;170;1;64.9;4;1;1;1.0;Clientes Recentes
077ad2b59b72fcc471688021175dd9c8;211;1;279.9;3;1;3;2.0;Promissor
078fa6f4e39a6288ef858fa22c8d4503;134;1;119.9;4;1;2;1.5;Clientes Recentes
07aa2ff08a800a8e109f9a6273b3eaa9;204;1;1499.9;3;1;4;2.5;Promissor
07b9a37d717b53a556e7c27669dfab57;233;1;549.9;2;1;3;2.0;Precisam de Atenção
07bad5b1e0e91c68a35bc7efc680f909;532;1;2799.9;1;1;5;3.0;Em Risco
07be143f1e0b34b059df757ceee183c6;165;1;1249.9;4;1;4;2.5;Clientes Recentes
07e2a0ec7c39942bd3ba81d5b2a9b1c4;9;1;129.9;5;1;2;1.5;Clientes Recentes
07eb0cbb880bbc6f91711079f76bc95f;269;1;2599.9;2;1;5;3.0;Precisam de Atenção
07ebbbf710aeb63207a80fdcdc6d233a;168;1;1499.9;4;1;4;2.5;Clientes Recentes
07f4fe7018e56998864d95e97dfa1c78;204;1;499.9;3;1;3;2.0;Promissor
07f6a8a8ed248be9ae90368c379b1afe;420;1;229.9;1;1;2;1.5;Hibernando
07f86cfa706de48c074b0f149fadb9d4;234;1;5299.9;2;1;5;3.0;Precisam de Atenção
07fe7d570e317a7f4b257a9b2ceecc45;189;1;249.9;3;1;2;1.5;Promissor
080a538ba865739bd97c3ffd9e71bcf0;195;2;5034.8;3;2;5;3.5;Lealdade Potencial
08104613525295ec3baa772d4c37ef5b;51;1;1599.8;5;1;5;3.0;Lealdade Potencial
08223f0c730951fe4bdf5bf8cde9d98d;353;1;3399.9;2;1;5;3.0;Precisam de Atenção
0826e933ca018e8b6d1ceaad86d82691;456;1;3399.9;1;1;5;3.0;Em Risco
08367838fec76cf190501e15cb8a9e67;163;1;89.9;4;1;1;1.0;Clientes Recentes
083744765db229cad6129488fb24a17c;122;1;159.9;4;1;2;1.5;Clientes Recentes
083e578b18c8717ecbc7fa41c6e6a6aa;134;1;1129.9;4;1;4;2.5;Clientes Recentes
0840420dc92def32b1fc1c577153c30a;196;1;279.9;3;1;3;2.0;Promissor
0847a0328c498e8a666a28bd6e328425;178;1;999.8;4;1;4;2.5;Clientes Recentes
0853e8da3198f1f0bd3909679096aded;80;1;189.9;5;1;2;1.5;Clientes Recentes
085c30eb761a1854411a4845585d064c;208;1;299.9;3;1;3;2.0;Promissor
08634c8b4eb69f90baacc97a295788be;282;1;3799.8;2;1;5;3.0;Precisam de Atenção
086554c2482d2c5386c24c16a5be7108;186;1;249.9;3;1;2;1.5;Promissor
087ab868bb3f6b87f363dcb858269645;186;1;129.9;3;1;2;1.5;Promissor
087dd27ff788395ed2877c049672afe6;250;1;1699.9;2;1;5;3.0;Precisam de Atenção
0884c6212b22d30a9b80da597bb77b12;275;1;39.9;2;1;1;1.0;Prestes a Hibernar
08864f72019b5bc76a1377d4b1f89a52;181;1;2599.9;4;1;5;3.0;Lealdade Potencial
08a1c6b42a93c9e79a4405e0660fbe79;189;1;2799.9;3;1;5;3.0;Lealdade Potencial
08ba51d0133a2a5d8a95e0f094fed34c;115;1;119.9;4;1;2;1.5;Clientes Recentes
08c4efad5ff7abf5c1b5745a45730ab2;187;1;4999.9;3;1;5;3.0;Lealdade Potencial
08dc1d191074db125578d982e3d51e12;213;1;169.9;3;1;2;1.5;Promissor
08e37284d5bd2834be3c71035e3d64a3;574;1;6499.9;1;1;5;3.0;Em Risco
08e5461c0b53fb083f56f9d45a15e12e;151;1;2799.9;4;1;5;3.0;Lealdade Potencial
08e78d9e1bd7ea1ad66fc09b4a0fef6c;121;1;1999.8;4;1;5;3.0;Lealdade Potencial
0903f7ca9c0e70462be300052e9ff255;330;1;279.9;2;1;3;2.0;Precisam de Atenção
091467fbc7af4ea51638267a0b3c267b;156;1;35.9;4;1;1;1.0;Clientes Recentes
0927069dd558543b323e4641f40613f8;407;1;849.9;1;1;4;2.5;Hibernando
094d2c52b8b1b4b0dbb62573becfbb2f;303;1;2699.7;2;1;5;3.0;Precisam de Atenção
094fcfe0ec6573b6f2d4146dabaf8d1a;290;1;149.9;2;1;2;1.5;Prestes a Hibernar
0957f511312c8c91c1b3354a6e91eb7e;217;1;39.9;3;1;1;1.0;Promissor
0976eca0a2b72de509446cf0f0396de9;349;1;259.9;2;1;2;1.5;Prestes a Hibernar
097922f64914c7cde32a46a54e299428;345;1;649.9;2;1;4;2.5;Precisam de Atenção
097ae15fdfd6324caf34dc395545f506;224;1;1499.9;3;1;4;2.5;Promissor
09a3f87b74828b274d73ee9dfef43b68;203;1;319.9;3;1;3;2.0;Promissor
09aa266cdca6fb1fa7a716fab9107a89;68;1;279.9;5;1;3;2.0;Clientes Recentes
09bb53b69206dcf2a8fc66b3eab2735b;395;2;849.8;1;2;4;3.0;Em Risco
09c03c5c2c4782bf7b359cbe07e4250f;346;1;69.9;2;1;1;1.0;Prestes a Hibernar
09cded817b88ca304de62d710a1b6b51;226;1;899.9;3;1;4;2.5;Promissor
09d74edf20acb4f9523fb1cf19a18456;178;2;579.8;4;2;4;3.0;Lealdade Potencial
09d9a393da8d9500818cf8a2d5acd327;134;1;259.9;4;1;2;1.5;Clientes Recentes
09e9991c50513a303a2da26619870d7f;232;1;349.0;3;1;3;2.0;Promissor
09ecbbc6902ae2add46294a42e3a59f1;186;2;239.8;3;2;2;2.0;Promissor
09f1550322c7d0c406b54ad2ca7dfce6;62;1;259.8;5;1;2;1.5;Clientes Recentes
0a043e9f71b0d6a120c0635e48326852;227;1;649.9;3;1;4;2.5;Promissor
0a0c4bf0b7fcb55a0d43abff1ea4569f;43;1;64.9;5;1;1;1.0;Clientes Recentes
0a0d046bd78c9dc76c8dcfe5535b2ef1;529;1;259.9;1;1;2;1.5;Hibernando
0a0ddd2126c26c78e3e691cf382525fe;91;1;1599.8;5;1;5;3.0;Lealdade Potencial
0a13bd4a8b422707fe6a780e40987f81;471;1;1499.9;1;1;4;2.5;Hibernando
0a3345dbc265fd412b0098f0b34d3e44;274;1;899.9;2;1;4;2.5;Precisam de Atenção
0a3ce7e05075260fafbc5949285296e3;182;1;99.9;4;1;2;1.5;Clientes Recentes
0a400ccd12c23c9589eec8082be5261b;126;1;149.9;4;1;2;1.5;Clientes Recentes
0a49071dae14394fdacf99fdda9dedb4;277;1;499.9;2;1;3;2.0;Precisam de Atenção
0a517ab03d31999ff210da9e85ae2de2;336;1;259.9;2;1;2;1.5;Prestes a Hibernar
0a522b4ae13c0e1957bf280aa6620ac3;203;1;85.8;3;1;1;1.0;Promissor
0a57fe85f9e5335c4514c42f299a40d8;212;1;799.9;3;1;4;2.5;Promissor
0a58eee37208a659eba0b9d8fbb373d4;477;1;29.9;1;1;1;1.0;Perdido
0a5fa7113e2ce10ce82df667b7098932;190;1;109.9;3;1;2;1.5;Promissor
0a6071598b19e6244a86c4b20e6c63ca;184;1;2799.9;3;1;5;3.0;Lealdade Potencial
0a6aa0e0c21e3ac12b0747949c4a2d2b;106;1;9499.9;5;1;5;3.0;Lealdade Potencial
0a6ca1c9f4484e9d9f9529ffa79568d6;181;1;39.9;4;1;1;1.0;Clientes Recentes
0a70420176dde077a1cc1cea2ca7595d;152;1;2599.9;4;1;5;3.0;Lealdade Potencial
0a843a6dd55792323714128564c1541e;408;1;1199.6;1;1;4;2.5;Hibernando
0a87a7a67fbc861d98a0129e58f4c913;403;1;1799.9;1;1;5;3.0;Em Risco
0a8c55f76bab1867b991c28c10806613;396;1;949.9;1;1;4;2.5;Hibernando
0a91529edd0e0e5aaf2d64f8ecd9dfa8;212;1;1499.9;3;1;4;2.5;Promissor
0a95cf824957a42a0213d8bca7509671;176;1;1499.9;4;1;4;2.5;Clientes Recentes
0aa5d8db6e6469a87233859baffb5970;176;1;1199.8;4;1;4;2.5;Clientes Recentes
0ad5b33e65fd26983d6c0dc889a5ed3a;234;1;1699.9;2;1;5;3.0;Precisam de Atenção
0ad9f4c60548cefc0a22e9f4c37c40ff;163;1;189.9;4;1;2;1.5;Clientes Recentes
0adb179862977c93a9db8246e5e35970;90;1;1499.9;5;1;4;2.5;Clientes Recentes
0ae0a5af2c330de902fb04c10454ba81;279;1;259.9;2;1;2;1.5;Prestes a Hibernar
0ae747093ba6baeb22671a70bf87481f;214;1;259.9;3;1;2;1.5;Promissor
0aea4c55497d5af18dca57cc557117ef;292;1;2899.9;2;1;5;3.0;Precisam de Atenção
0afe0d25827d743170ee9033404709d4;161;1;109.9;4;1;2;1.5;Clientes Recentes
0b040f969bf3ae07390dba83b046dde9;148;1;1499.9;4;1;4;2.5;Clientes Recentes
0b08d01a339342b612080ef1cb877fd6;6;1;279.9;5;1;3;2.0;Clientes Recentes
0b10db910940be094f62a77f58d086b7;136;1;259.9;4;1;2;1.5;Clientes Recentes
0b11937f7f94a269cc94a3378be84839;552;1;899.9;1;1;4;2.5;Hibernando
0b177893dc66d6d0f67ff1bf19423693;182;1;2699.9;4;1;5;3.0;Lealdade Potencial
0b22bdc11a543726e030cfb5ea5757c6;126;1;259.9;4;1;2;1.5;Clientes Recentes
0b2bb52a5ca5a3380b2161a2d7c1bec3;83;1;2999.9;5;1;5;3.0;Lealdade Potencial
0b30ccafbd520906e5be3e08f12d3b17;274;1;229.9;2;1;2;1.5;Prestes a Hibernar
0b35b0c15e108cf218f935d9bb2069a4;180;1;1499.9;4;1;4;2.5;Clientes Recentes
0b3a6b783d6625857a9137094715cf5e;462;1;799.9;1;1;4;2.5;Hibernando
0b3fa644fd46ac1eb1beee33070e7539;168;1;799.9;4;1;4;2.5;Clientes Recentes
0b402d6dd50694a118c642448e2cb086;493;1;259.9;1;1;2;1.5;Hibernando
0b52c0db190fe9e3558ddcfa4407ea90;73;1;1499.9;5;1;4;2.5;Clientes Recentes
0b63891bfcfcede37c648664908e6cb3;433;1;1799.9;1;1;5;3.0;Em Risco
0b65eda4e79ea89a005c082b5ffa392a;151;1;59.9;4;1;1;1.0;Clientes Recentes
0b7b2a76d32731ca8078fa8e4caa8a76;14;1;329.9;5;1;3;2.0;Clientes Recentes
0b967b2aee0bfd5e38d020413e818886;356;1;159.9;2;1;2;1.5;Prestes a Hibernar
0ba0765b3c975fbf0728eb28eca274da;70;1;2799.9;5;1;5;3.0;Lealdade Potencial
0bbab1155e8ce20e988fab57343aa995;259;1;1129.9;2;1;4;2.5;Precisam de Atenção
0bc2fef7a4094dd837ae0cf47022504b;187;1;45.9;3;1;1;1.0;Promissor
0bcdf709d5d3462205328abe5387c5b8;560;1;35.9;1;1;1;1.0;Perdido
0bd56a5b9bc807a333db5dc0602861ba;277;1;319.9;2;1;3;2.0;Precisam de Atenção
0be13c030bb34d7db40c984faa220de6;14;1;299.9;5;1;3;2.0;Clientes Recentes
0be14b0c84ef1e97ae279ad1418e933b;72;1;799.9;5;1;4;2.5;Clientes Recentes
0bf790010e2f4f4353e3ae8e45ad3b2b;28;1;319.8;5;1;3;2.0;Clientes Recentes
0c083b33d177ff8667fde152bd646ef7;518;1;269.9;1;1;3;2.0;Hibernando
0c10bf136ae164f2b69624482f95f6fd;159;1;259.9;4;1;2;1.5;Clientes Recentes
0c121f193dea75d8e433c428e06ab410;381;1;799.9;1;1;4;2.5;Hibernando
0c23da40b4773ccbc9ed97a9d74ddd0f;179;1;649.9;4;1;4;2.5;Clientes Recentes
0c249142cb188f9b3cb633e9e2d66e4c;388;1;1199.8;1;1;4;2.5;Hibernando
0c38fe229fa8230ce5a686e75d2f01d1;196;1;199.8;3;1;2;1.5;Promissor
0c390b03d9ff475efe45768f11558887;279;1;1049.69;2;1;4;2.5;Precisam de Atenção
0c428f7733b04c35dac27a76efeec295;357;1;799.9;2;1;4;2.5;Precisam de Atenção
0c5545d02a08235ea2cf14e973d78ed9;452;1;29.9;1;1;1;1.0;Perdido
0c6222b2461f93cae8121213eb330bae;196;1;259.9;3;1;2;1.5;Promissor
0c8380471a9d99923688423792afed4e;25;1;599.9;5;1;4;2.5;Clientes Recentes
0c926ffb5cf7eeec88d58fc8cc6b4379;56;1;3199.9;5;1;5;3.0;Lealdade Potencial
0cb95f1e2d716b9f4cf002be8cee2d54;194;1;39.9;3;1;1;1.0;Promissor
0cbb9b3e9e62de51c41fa0e8775a059b;57;1;349.9;5;1;3;2.0;Clientes Recentes
0ccbb3ae5899b634df395e21ea441cfb;58;1;2999.9;5;1;5;3.0;Lealdade Potencial
0ce32026ed1061a1e4d9c30976481325;95;1;649.9;5;1;4;2.5;Clientes Recentes
0ce6b211bcabbb0ac784f87fe2a27583;287;1;25.9;2;1;1;1.0;Prestes a Hibernar
0d01df34edc7a4c5d41d64546bf3b88a;453;1;399.9;1;1;3;2.0;Hibernando
0d0a29d20dfb78d30fe9c042f389a8f5;173;1;1599.8;4;1;5;3.0;Lealdade Potencial
0d2517590a7b583dfbe023f5dcde2769;210;1;39.9;3;1;1;1.0;Promissor
