id_compra,id_cliente_unico,cidade,estado,id_produto,forma_pagamento,quantidade,nome_produto,preco,categoria,preco_total,data_compra
0068fb0e223115e911d362627e8b8800,0a0c4bf0b7fcb55a0d43abff1ea4569f,Sao Paulo,SP,e53e557d5a159f5aa2c5e995dfdf244b,boleto,1,Mouse com Design Simétrico,64.90,Mouse,64.90,2025-07-18
0084e195fbd72ae51599af47f04afede,42bb190d26c930a9e7488bf0abbe87ff,Porto Alegre,RS,a963ea4d494221de09b70f1b4a70edbd,credit_card,1,Memória RAM SODIMM 4GB para Notebook,149.90,Memória RAM,149.90,2025-03-14
008990da719764fb392914d8ab53ad04,d3391cadc57741a0defe8a569e476813,Macae,RJ,a8115d34a4b7b74388da609692162c37,credit_card,1,Switch de Rede 24 Portas,399.90,Roteadores e Redes,399.90,2025-05-11
008c3a655c66f4d92370d0d422732f69,2b40d79d838a6fa4022ee7f7070bcd6d,Sorocaba,SP,f71a7c95a86564873cd996896b2976f6,boleto,1,SSD 480GB SATA,329.90,Armazenamento,329.90,2025-03-04
009742b43f4530bc3db7f62332c50f4b,bcbab0dedb521d9c5412dd8913b2c900,Santo Andre,SP,ee3e94e918d05a5da04a4cb547e91dcc,boleto,1,Placa de Vídeo RTX 2070 Super 8GB,3099.90,Placa de Vídeo,3099.90,2024-10-24
0097aafe2a01dd54e39888976160c377,2302114645331312215fffbe07aab78a,Osasco,SP,dfbbf137ccb6af48e66d186a33118579,boleto,1,HD Externo 4TB,649.90,Armazenamento,649.90,2025-08-23
00a0116ff15ff973ea16bee881208ae7,c7e193525b2825ccfe5c65875c0db1dc,Campo Grande,MS,d1c427060a0f73f6b889a5c7c61f2ac4,credit_card,1,Headset 7.1 Surround,259.90,Headset e Áudio,259.90,2025-02-18
00a57dfbb049fbaae10763e2cf15f797,01689985c22786e41347d5167048b25e,Campo Grande,MS,56cdfe67fbda57c1dcc752f5f361f981,boleto,3,Powerline 1000Mbps,299.90,Roteadores e Redes,899.69,2025-07-20
00b4c651133c06fb175123a492f1cac3,9e11a53a57f750f786cf63a2c4543b27,Brasilia,DF,87ea2f45559e10519513a20b24147316,credit_card,1,Placa-Mãe Gamer RGB,1099.90,Placa-Mãe,1099.90,2025-08-17
00bcee890eba57a9767c7b5ca12d3a1b,70457f5d80967f5f4083e0cde7e89ab6,Brasilia,DF,6c90c0f6c2d89eb816b9e205b9d6a36a,credit_card,1,Memória RAM SODIMM DDR4 3200MHz,489.90,Memória RAM,489.90,2024-07-22
00bcee890eba57a9767c7b5ca12d3a1b,70457f5d80967f5f4083e0cde7e89ab6,Brasilia,DF,b7d94dc0640c7025dc8e3b46b52d8239,credit_card,1,Fonte com Certificação 80 Plus Silver,359.90,Fonte de Alimentação,359.90,2024-07-22
00bd2cb7e9076e1ccc9f766fc01a4cfd,c5fd8c6fc581f9792cf214b22363671f,Ourinhos,SP,1427b126f61597524866770b05d4eed2,credit_card,1,HD Externo 8TB,1199.90,Armazenamento,1199.90,2025-04-18
00ce92d57f4f9a112bdb8a2a283e5f97,a67fecd4801b668a6f99946a13333c61,Rio De Janeiro,RJ,d1c427060a0f73f6b889a5c7c61f2ac4,credit_card,1,Headset 7.1 Surround,259.90,Headset e Áudio,259.90,2025-01-30
00d94e8901b75ee0d6ef1f87f947b666,53f34954c078f5034197993c0e109b95,Arapiraca,AL,a35a9f46dcee0a67c8c7ad8493eb4135,credit_card,2,Processador AMD Ryzen 3 4100,649.90,Processador,1299.80,2024-05-01
00e0bac9f6306d8269770acf4ee4b027,3a969494dcd8d32f5f04ea21c3b7e471,Santa Maria,RS,2e1963427978dab49b4bcb0a07b109cc,boleto,1,Monitor 2K Quad HD,1599.90,Monitor,1599.90,2025-03-04
00ec95a58b63378d4cc06d196cdefdf6,a046d29175845b313e52f2dff96cc050,Sao Paulo,SP,7c6ff274f0411bde88f5df8db5f64693,debit_card,1,Powerline 600Mbps,199.90,Roteadores e Redes,199.90,2024-12-24
00f9b6769c6648ac08bf43081d1f2b07,77d8e34ae93d396ecba7a3b230180620,Pindamonhangaba,SP,e53e557d5a159f5aa2c5e995dfdf244b,credit_card,1,Mouse com Design Simétrico,64.90,Mouse,64.90,2025-05-12
00fbcd8b120e5706c58b9d1a0026a7da,e97d62ecbf23184875db94c696c9c00a,Sao Bento Do Sul,SC,8afee64dc809d5e833ae113a81774ddc,boleto,1,Fone de Ouvido Esportivo,159.90,Headset e Áudio,159.90,2024-11-14
010efe60bdadc9261d1902f3c1dda5f3,ef6f8fd740ae1fe88a80a321306bac50,Entre Rios De Minas,MG,fea7f0c147905a41ca324c0e3234a4c7,credit_card,1,Mouse Vertical Ergonômico,139.90,Mouse,139.90,2025-06-07
0115abf6b892040abfdd5bdfcb6b2c51,71d99240b28b20f7b0d9046d9ff6cbe6,Sao Paulo,SP,dc2410804cf782c5d87dbcd201b74e9b,boleto,1,Processador Intel Core i7-12700,2099.90,Processador,2099.90,2024-04-20
0119e98feb97441cb456c010c25b04ff,4a920352e96b1e17e0de73c58597b582,Belo Horizonte,MG,f5cb4f19ca215fb34aef190918d45f46,credit_card,1,Teclado com Acionamento Hall Effect,499.90,Teclado,499.90,2025-01-22
011e6e76dd0cd56d26b5b0cb036e80a8,d5ccb9146be20771162df61d83ee6a31,Sao Jose Dos Campos,SP,d33a74e1b6cfc152b6b3f43324d54987,credit_card,1,Fonte com Proteção OPP,279.90,Fonte de Alimentação,279.90,2025-04-08
0124f01177fc17cf20e1974621fd759a,3de8a3becddf5418bd75a3a695ebb6a3,Castilho,SP,87cc2aef12eddf0b170234138b0946e0,credit_card,1,Webcam com Duplo Microfone,189.90,Webcams,189.90,2024-05-13
0132fef017ccf586491ca3685de667df,d49f11b7331d59d197d96d0660b51bef,Santa Barbara D'Oeste,SP,d04857e7b4b708ee8b8b9921163edba3,credit_card,1,Fonte com Proteção OVP,279.90,Fonte de Alimentação,279.90,2025-06-06
01428962dce3b65e5433eaeb16c0f48f,3e8ec82c18ec9053aca2a527a3eb8494,Passo Fundo,RS,54d7ad85b648d3cb2b7069ed446d7f35,boleto,2,Fonte com Fan 135mm,299.90,Fonte de Alimentação,599.80,2024-07-13
014a0793ab3d930d6f3b206cee474af4,b199c14d92a878257669851b87779293,Rio De Janeiro,RJ,145978af3e89b318be0b717a0953649a,credit_card,1,Cartão de Memória SD 512GB,329.90,Armazenamento,329.90,2025-06-24
014e36af18c280a94d880a16b2f00713,c2919fbdb45366551c1e80d5cb35cd3f,Uberaba,MG,33f789f4b4fa74053af0199658b78853,boleto,2,Monitor com DisplayPort,849.90,Monitor,1699.80,2024-11-01
014f1e63f9bd4f5578edcf4e5c305a0a,95abd88649da5a5d03837dc62e6b2091,Lagoa Santa,MG,c9bd28e8a4220af0723c7b7f97778681,credit_card,1,HD Interno 6TB,789.90,Armazenamento,789.90,2024-04-09
01643942766bdec224d5593041f714e6,e31b80f478df67bee358c8d799deeef7,Brasilia,DF,b92421ea3b457d6bb68c49f39d4e97a8,credit_card,1,Processador AMD Ryzen 5 4600G,849.90,Processador,849.90,2024-08-05
016d1bdf6efab4f6b805df1c03043113,48aee83c86f97efcbe8143093423578c,Sao Luis,MA,9aed412277ca4485a7bf6e0c53e65786,credit_card,1,Monitor Touch Screen,2499.90,Monitor,2499.90,2024-10-04
0170e40334131d971605ae70efb33e4f,dc09df53d23ae01d6b42b547913aa2ba,Ipora Do Oeste,SC,145978af3e89b318be0b717a0953649a,boleto,1,Cartão de Memória SD 512GB,329.90,Armazenamento,329.90,2025-07-18
0173e291db71c3e688829f7f03e2d34a,9692198eb90ef81bbe24655e8ccbd394,Itapema,SC,f71f42e2381752836563b70beb542f80,debit_card,1,Cabo USB 2.0 A/B 3m,25.90,Cabos e Adaptadores,25.90,2024-07-07
0176d7e16d1bd14cde42d9d3a24e525b,3080d6a96ac54f2b88adcfaa49de7ff9,Cruzeiro,SP,7088744b00831b410bd17716cb578f39,credit_card,2,Mouse com Scroll Infinito,89.90,Mouse,179.80,2024-08-15
01786fff06f2f7e8a83950c4b3b424ea,4b3b36d4ffd716cba64746c05678d5bc,Campinas,SP,382132cf96c88a277a65226833af5f61,credit_card,1,Mouse Gamer sem Fio,229.90,Mouse,229.90,2024-12-16
017b11be3048fdfb58e63edc5fc8f4b8,3ac21ab85b7a7594972f8b595c0b4827,Goiania,GO,060c17562f97e5bb60bc0dfa4dd5b3f2,credit_card,1,Placa de Vídeo RX 6900 XT 16GB,4899.90,Placa de Vídeo,4899.90,2025-06-14
018fb228a3dd1a16349e73d2e41b239d,a49f5184df6f790d7765174f8fc569b5,Sao Paulo,SP,1fa52682d6938b129312ef4cffac1711,credit_card,1,Kit de Memória RAM 4x8GB DDR4,999.90,Memória RAM,999.90,2025-01-13
0194686a55eb0a869321fb107f4d114a,c68ffc361044816323eebe6a756f3060,Itabira,MG,34194988e78bc60417003c8a235b8083,boleto,1,Mouse para Jogos MOBA/MMO,259.90,Mouse,259.90,2025-05-22
01988bf5b8acbc4d6ced86e4d47fcb1a,4c98fa82af326124574616dd8e3c8dff,Porto Alegre,RS,6987398dff454a3138231540e2a6ec61,credit_card,1,Monitor com Cobertura Adobe RGB,3999.90,Monitor,3999.90,2025-01-02
0199edc5b01351df8e73a674aa473ee7,20225309debb0a9e1031b180d6133758,Londrina,PR,83b92639fffd1d55c9e04c77c86d8d2c,boleto,1,Reservatório de Water Cooler,299.90,Coolers e Refrigeração,299.90,2025-03-26
019d79b37e56c6d56d6323fed0c54d70,3839e1a64b6474690abb49e150b1eb43,Nova America,GO,f3dadec221142e379d7113915c1d0fa8,credit_card,1,Webcam Logitech Brio,899.90,Webcams,899.90,2024-05-21
01ac6cbac1cda667c97d35046b75668f,c4e7087fdaff6d26a9b72b4de5ffa937,Sao Paulo,SP,d2f5484cbffe4ca766301b21ab9246dd,credit_card,1,Cabo de Força Padrão,19.90,Cabos e Adaptadores,19.90,2024-09-14
01c2c8708930c4fb8ed278dfe7ec93c7,c81989ee0fd7cd1cfb866a27f8b796b1,Balneario Camboriu,SC,d2e8130fbec52f5dac0571ea1993f28a,credit_card,1,Placa de Vídeo RTX 3060 12GB,1999.90,Placa de Vídeo,1999.90,2024-11-26
01cc355e35cf24d314afe6de16c38712,c90ef56a367801d33803d0a704962863,Leme,SP,e76438822c17316d276c27e52e588931,boleto,1,Cabo USB-C para Ethernet,79.90,Cabos e Adaptadores,79.90,2025-03-26
01d80471e02a3ba49c8e1d0abc2c1a64,d99d9eec199e32dcde0efedc42a64724,Porto Alegre,RS,c19d5ba108c34b8255cf9a524da92bc4,credit_card,1,Hub USB 2.0 4 Portas,29.90,Cabos e Adaptadores,29.90,2024-05-03
01dd288e8605af239a3a35e550e89235,655456320877a5b071dfa4ac10bfa161,Sao Paulo,SP,3006b8f5b476750a03137c1b2755cea1,credit_card,1,Kit de Memória RAM 2x8GB DDR5,649.90,Memória RAM,649.90,2024-07-26
020347f6d056bb4209b3ee4711d25f1a,d2a99116b467ff71d74438a6f3827c94,Caldeirao Grande,BA,06f2166336faca73c644b11eaca22d06,boleto,1,Headset com Iluminação RGB,199.90,Headset e Áudio,199.90,2025-07-24
02218eb2a33847087a46d34397835b2a,5f559ae955c7022e7774d5850bea5351,Paulo Afonso,BA,f71f42e2381752836563b70beb542f80,boleto,1,Cabo USB 2.0 A/B 3m,25.90,Cabos e Adaptadores,25.90,2024-06-17
022ba76c6e0c4336514521a8cd4b8fbb,36789cc8128e4a2e16d581da32b76d45,Lagarto,SE,d04857e7b4b708ee8b8b9921163edba3,credit_card,1,Fonte com Proteção OVP,279.90,Fonte de Alimentação,279.90,2025-06-17
023e55afed85f9778758fba7752a9215,3e1d36a04ef1360d7f3b169610906a71,Caraguatatuba,SP,8983a3b149303c013fceabef902e835a,credit_card,1,Placa de Vídeo RTX 2070 8GB,2799.90,Placa de Vídeo,2799.90,2025-03-23
0241b276e1e2b1d6873473c44240b426,bfbad637ec59b54146a553e6ef427ea4,Rio De Janeiro,RJ,e53e557d5a159f5aa2c5e995dfdf244b,credit_card,1,Mouse com Design Simétrico,64.90,Mouse,64.90,2025-02-21
0248cb6c91b223b74dc554e1d2c2a59d,d75fb6a485d852274d02790815fbbb34,Itatim,BA,3dd2a17168ec895c781a9191c1e95ad7,credit_card,1,Placa de Vídeo RTX 3050 8GB,1499.90,Placa de Vídeo,1499.90,2025-04-25
024d56279184e5cb942d9abf28fc14e6,036c6fe22420081a961aa797cfa2b80a,Sabara,MG,5fc3e6a4b52b0c414458104ed4037f1c,credit_card,1,Switch Gerenciável,449.90,Roteadores e Redes,449.90,2024-05-21
02564f320004c61ebf621191f06365a9,4559f926bbedad3e79b1bce8ace698c7,Cosmopolis,SP,2e0ce433616916840a405d0853407af8,credit_card,1,Fonte ATX 750W,389.90,Fonte de Alimentação,389.90,2025-02-18
02624f7cd7272b3e027320023dbdc99b,69d53f96fa1fd127565c68e0c98bb4fd,Peritiba,SC,3db75f31b76375c502f64d550dcd1166,boleto,1,Teclado para Programadores,399.90,Teclado,399.90,2024-10-10
02714865c4c2f281df219af0a56ffeaa,d0d416547ab8413475de3b35cfe92bee,Florianopolis,SC,e53e557d5a159f5aa2c5e995dfdf244b,credit_card,1,Mouse com Design Simétrico,64.90,Mouse,64.90,2024-11-30
027286057add812ecb77ad0b23604c06,2b53267d59423e552bc93a0e771f4ade,Munhoz,MG,d1c427060a0f73f6b889a5c7c61f2ac4,credit_card,1,Headset 7.1 Surround,259.90,Headset e Áudio,259.90,2025-03-03
028558cddca332b40b4ac4cb77407edf,81d8bf17c9e450228efeedd2603edfaa,Gurupi,TO,a233df9a388d27dbdfd31731d4236db0,credit_card,1,Switch Não Gerenciável,149.90,Roteadores e Redes,149.90,2024-06-26
028aa7c930356788f861ed1b7f984819,b9ffd9f8e3189d5e28a1b6f22a2fad69,Sao Goncalo,RJ,909b87db6cb3a7ab26bd03cc59860136,credit_card,1,HD Externo 1TB,349.90,Armazenamento,349.90,2025-01-13
028e8f5a96db8d372890e03d22829e9b,47b38e3ca4ce43247fdfc425e3dae292,Guarulhos,SP,d2f5484cbffe4ca766301b21ab9246dd,credit_card,1,Cabo de Força Padrão,19.90,Cabos e Adaptadores,19.90,2025-04-18
02a58113b6c316d2aa7e110c8bdcbe6a,0743c38f68e0d3fa5cff234ddb844569,Paulinia,SP,60e77eeb5275ed33a04d1fd482feaac8,credit_card,1,Memória RAM SODIMM 8GB para Notebook,289.90,Memória RAM,289.90,2025-03-11
02acaa2a6f24e9c4e0bec7141b65f29b,0c428f7733b04c35dac27a76efeec295,Brasilia,DF,06c6e01186af8b98ee1fc9e01f9471e9,credit_card,1,Switch de Rede 48 Portas,799.90,Roteadores e Redes,799.90,2024-09-07
02b0bf9164ac7753f9880e46dba17f6c,fed2005ccab4fcf1a40ebdaff032a148,Sao Joao Da Boa Vista,SP,1a300f482e35d7eac74b229be067aefd,credit_card,1,Amplificador de Headphone,399.90,Headset e Áudio,399.90,2024-06-17
02b0bf9164ac7753f9880e46dba17f6c,fed2005ccab4fcf1a40ebdaff032a148,Sao Joao Da Boa Vista,SP,f9d151cf2fc10d41cce64b782856320f,credit_card,1,Cabo de Força para Gabinete,21.90,Cabos e Adaptadores,21.90,2024-06-17
02b39a781ee24f6997ad691ea7a01491,6aa2294d9975e319365a586ba919de73,Sao Paulo,SP,130482add9fd75ccb6c57ba007694a2d,credit_card,1,Processador Intel Core i9-11900,3399.90,Processador,3399.90,2024-12-10
02beac5428ccbd30f4b3fbded058289f,8e22f3dce83f57ae02fc53050460fa76,Sao Paulo,SP,3516632e8f52b679ff83d1665ecc990e,boleto,1,Webcam com Plug-and-Play,99.90,Webcams,99.90,2024-10-29
02c6f38cbd2d15df19cf2621019823fd,70021e69eaf8a1b1ef870f5ac0682185,Pejucara,RS,ed7090839f8e749840a20f1c1cc78717,boleto,2,Gabinete com Fonte Inclusa,289.90,Gabinete,579.80,2024-07-06
02cb37269f256232b81be588ef056c92,174d65e2296f8832d5b4b9f12dbd078e,Sao Paulo,SP,a8b0dd2c57b49b649373ff5a495a697e,credit_card,1,Gabinete Gamer Mid-Tower,379.90,Gabinete,379.90,2025-03-05
02d84940c88e0c1c91ec65aeb663578d,afafa66c33b0a2faa7a44479ac846dfa,Jandira,SP,bee2e070c39f3dd2f6883a17a5f0da45,credit_card,1,Processador AMD Ryzen 7 5800X3D,2599.90,Processador,2599.90,2025-02-03
02dade411839b1c334363dc9058e1124,34f0b37e89f9ef4768bdd233630f9b62,Sao Paulo,SP,5cde85235c4ae7747e9b48de95178a14,credit_card,1,Roteador com Agregação de Link,449.90,Roteadores e Redes,449.90,2024-09-18
02e3d94731a28fe10ec1aa91b72b544b,11c1e117f1dc1d9223622be1f02caa36,Itaipulandia,PR,060c17562f97e5bb60bc0dfa4dd5b3f2,credit_card,1,Placa de Vídeo RX 6900 XT 16GB,4899.90,Placa de Vídeo,4899.90,2025-04-29
02ebcb8b63b7e61be9514866e432d1d8,a652ad91bdba3ce3abd71247744e3395,Sao Paulo,SP,3dd2a17168ec895c781a9191c1e95ad7,credit_card,1,Placa de Vídeo RTX 3050 8GB,1499.90,Placa de Vídeo,1499.90,2025-01-25
02fe1a0806a5041f35fc69f658202c34,b993f51fb87b954413e897e55d6985a7,Niteroi,RJ,89b121bee266dcd25688a1ba72eefb61,boleto,1,Roteador Wi-Fi N300,119.90,Roteadores e Redes,119.90,2025-05-11
0309a18e1e836baa9cd7289da085b4e1,7d85325487bed44ddee4e098071a923e,Sao Paulo,SP,87ceed33e1f7fe39fa06b69c9fdf9e53,voucher,1,Cabo USB-C 1m,22.90,Cabos e Adaptadores,22.90,2025-05-03
030bc9dbf75985f16a84a296363fda3f,77570428461c3b2bcdc9934f069f2692,Paraiba Do Sul,RJ,d1c427060a0f73f6b889a5c7c61f2ac4,boleto,2,Headset 7.1 Surround,259.90,Headset e Áudio,519.80,2025-02-17
0322e0a7d6d283584e3dc181c67b1d12,2025ee43c12273db94b2b8b8577ee6e1,Rio De Janeiro,RJ,472e6464088101bf2ec351d222c415ab,credit_card,1,Cabo HDMI 10m,79.90,Cabos e Adaptadores,79.90,2025-05-09
032c9c5e050a01a77c20be3989064308,73001c351ae67a6b093462ce7a643b57,Flores Da Cunha,RS,88dd63919fc9ab693803578a04a20209,credit_card,1,Monitor 40 Polegadas Ultrawide,4299.90,Monitor,4299.90,2024-08-15
032f490884e03049a3ec0379ea0abb82,a93676a2b28d03546a7a9f349f1c6ed4,Chapeco,SC,03bb24d19ea7449ce170e0888d830707,boleto,1,Gabinete Gamer com Design Futurista,529.90,Gabinete,529.90,2024-06-08
034198ae241b34a9bc0d85282408937e,bbc33f1ef4e6e1293cc6c04d7c99f7ed,Sao Paulo,SP,fd4a96848f84ddaabcdc5bdbf831a194,credit_card,1,Cartão de Memória MicroSD 32GB,39.90,Armazenamento,39.90,2025-01-31
0347e77ba3ffb1d21339231e1f882b5c,357db15188917085133588f0fd96950e,Guarulhos,SP,70906e04da1eebf3d1b8791bd09ffe85,credit_card,2,Adaptador USB-C para Múltiplas Portas,129.90,Cabos e Adaptadores,259.80,2025-02-05
035c01a45e289b155db4e47cf39b29d3,a4fa4a8bd22ffcc2651264212eac9f39,Campinas,SP,656e0eca68dcecf6a31b8ececfabe3e8,boleto,1,Cabo Óptico Toslink,39.90,Cabos e Adaptadores,39.90,2025-08-06
035d66b23a4bba74f8119f9ebe3458ee,4d094dfd23064797e35aab51f129fda4,Brasilia,DF,8983a3b149303c013fceabef902e835a,credit_card,1,Placa de Vídeo RTX 2070 8GB,2799.90,Placa de Vídeo,2799.90,2025-05-18
0360de67db844d693e3060a8b79eac4b,dc5965b04677202ed00410475fe3c733,Cabo Frio,RJ,d0fe4295267f15ccaceac4fb233d8c9a,credit_card,1,Water Cooler Custom,899.90,Coolers e Refrigeração,899.90,2024-07-31
03672cdb5f2c133e401946a14a7dff3b,234622c5e62e91a42a8ed2868e12e84b,Sao Paulo,SP,3f14d740544f37ece8a9e7bc8349797e,credit_card,1,Monitor com Tecnologia OLED,4999.90,Monitor,4999.90,2025-04-04
03705afa0a4aabe1a734ddb11c1df3f0,4ef21f52dd7c061a646005b11918cbd3,Fortaleza,CE,b40ec43bdfc6d6fdd65e882066a5c895,credit_card,5,Cooler Master Hyper 212,219.90,Coolers e Refrigeração,1099.50,2024-09-27
037540b18a708608c766355696a57467,9cc560778160e4e23be98366377d835c,Videira,SC,656e0eca68dcecf6a31b8ececfabe3e8,credit_card,1,Cabo Óptico Toslink,39.90,Cabos e Adaptadores,39.90,2024-11-28
0381dc399ab9a6c55f83eca96907a034,027a37fed88effa55ddc5e961a48575c,Chapadao Do Sul,MS,ee57070aa3b24a06fdd0e02efd2d757d,boleto,1,Extensor de Alcance Wi-Fi,129.90,Roteadores e Redes,129.90,2025-02-26
039f61edec89c6f0edf8dd1a0bdea1fe,0c390b03d9ff475efe45768f11558887,Fortaleza,CE,ecaaaccb5eb3102553f001d62db6389e,credit_card,3,SSD M.2 SATA 512GB,349.90,Armazenamento,1049.69,2024-11-24
03a4aaab0b783a1be23b30e360c067d4,381865bb5f82d4d601fa3026a283b47e,Brasilia,DF,3516632e8f52b679ff83d1665ecc990e,credit_card,1,Webcam com Plug-and-Play,99.90,Webcams,99.90,2024-11-08
03c16ffcf7b8792fa870d8cd7abc4b7f,3363a65aa1c38fd0e1f4fbb7e50f1fdf,Ribeirao Pires,SP,696c39c44288187022347dcb177ac304,credit_card,2,Teclado Flexível de Silicone,59.90,Teclado,119.80,2025-04-25
03c1d25d82f404ea1fdfae8eb0b4c314,88f4f2cc2cc3f7c3e8cd20d5e592424a,Rio De Janeiro,RJ,d5ad2be418dec48e9d0c4745e431c384,credit_card,1,Pendrive 32GB,39.90,Armazenamento,39.90,2025-01-22
03c6fd082fce47bdd5e0dc1f81a9626f,dbbdf30a9af9996ef9667badfb0c4aa1,Carazinho,RS,89b121bee266dcd25688a1ba72eefb61,credit_card,1,Roteador Wi-Fi N300,119.90,Roteadores e Redes,119.90,2025-05-12
03ddab02775c66c855ad41424ae356e3,5e809f39163aadeda694b51606b02d49,Cambui,MG,cd46a885543f0e169a49f1eb25c04e43,credit_card,1,Amortecedor de Vibração,22.90,Coolers e Refrigeração,22.90,2025-02-06
03f4fbe820830f14931ffa4631cb0912,3049f49a33cdd60887e89c07dd4a1e7c,Aguai,SP,dbb67791e405873b259e4656bf971246,boleto,2,Cooler com Base de Cobre,99.90,Coolers e Refrigeração,199.80,2025-01-25
03f948b381187f1aab320e84e7be949e,6d077455bcea33907fe6be3f9fd042ca,Mairipora,SP,e5ae72c62ebfa708624f5029d609b160,boleto,1,Processador AMD Ryzen 5 7600,1699.90,Processador,1699.90,2025-01-27
03fa3f4dec4b3647d00532079f723fec,10867a902e32dd54061b2cda9c55b0b6,Tres Coracoes,MG,ee6c49af1a2de55aa0e076257ab4ab99,credit_card,1,Cabo DisplayPort 1.5m,39.90,Cabos e Adaptadores,39.90,2025-02-26
03fa4271f18542d22ecbb7eb41802ada,4108ea48ad6d98fc83df0cb9223df199,Sao Paulo,SP,f71a7c95a86564873cd996896b2976f6,credit_card,1,SSD 480GB SATA,329.90,Armazenamento,329.90,2025-04-19
04093e1c2379ed67d202eb2914ded68f,1041984947244b4e40b8582d864190b2,Santos,SP,1427b126f61597524866770b05d4eed2,credit_card,1,HD Externo 8TB,1199.90,Armazenamento,1199.90,2025-05-04
040b9db3ba0a38c2c2b139d6604576c8,c5fb060a495b07e4d51c3aaf5cb8e32a,Sao Bernardo Do Campo,SP,d04857e7b4b708ee8b8b9921163edba3,credit_card,1,Fonte com Proteção OVP,279.90,Fonte de Alimentação,279.90,2025-07-02
0411b9d67ebfabf519c3e47629e91e3d,dd86b18b85b92a24f5f76f52576b48bf,Bandeirantes,PR,bee2e070c39f3dd2f6883a17a5f0da45,boleto,1,Processador AMD Ryzen 7 5800X3D,2599.90,Processador,2599.90,2025-03-08
041cbce90c076b8e9eb9f79112a59899,0c10bf136ae164f2b69624482f95f6fd,Guara,SP,d1c427060a0f73f6b889a5c7c61f2ac4,credit_card,1,Headset 7.1 Surround,259.90,Headset e Áudio,259.90,2025-03-24
041d5ff28cb7d9b107b7461064dd40e2,3d46f3720b481bf721544699010b97fd,Sao Paulo,SP,e53e557d5a159f5aa2c5e995dfdf244b,credit_card,2,Mouse com Design Simétrico,64.90,Mouse,129.80,2025-05-16
044d94a4ac73b24fe28ff5293ac35bd8,de2ae224bcb74731c0597181aba38de5,Alegrete,RS,06c6e01186af8b98ee1fc9e01f9471e9,credit_card,1,Switch de Rede 48 Portas,799.90,Roteadores e Redes,799.90,2024-06-19
045c9852284420b9c02d156436e1481c,88b88849a236b3f007be551d5c10daf8,Sao Paulo,SP,115e606ac8059e4cfa1c6c3310fb365c,credit_card,1,Cabo HDMI 3m,39.90,Cabos e Adaptadores,39.90,2025-05-16
045d2b8e16b8512db26e4d3d1a3e5198,40531f4f22cbbc7e1b43af10f140697b,Franca,SP,09364ccfda8448d03ae4082f6044b16e,credit_card,1,Gabinete Small Form Factor (SFF),449.90,Gabinete,449.90,2025-05-15
